StudyID;SampleID;ESID;CaseID_Count;2_Author;3_Year;interval;timepoints;10_Size;11_Mage;16_CNT;17_Eth;18_Female;Negative/Positive+LS;30_Covid;31_WBm;33_Relt1;34_Relt;avg_rel;WBmi;WBsdi;WBmj;WBsdj;WBcorrij;WBtitj;region;income_level;agem1ic1;agem1ic2;agem1ic3;timelagc;agem2i;corrmean;corrx;es_d;es_dyear;v_d;v_dyear
536;15360;1;2;Bae;2019;1-2;3;2110;10,98;Korea;Not specified;0,48;0;no;Other;0,8;0,84;0,82;10,3;1,62;10,07;1,73;;1;Asia;High income;-2,74;7,5076;-20,570824;0,01;11,98;0,524095238;0,524095238;-0,141975309;-0,141975309;0,000455871;0,000455871
536;15360;2;2;Bae;2019;2-3;3;2110;10,98;Korea;Not specified;0,48;0;no;Other;0,8;0,84;0,82;10,07;1,73;9,7;1,71;;1;Asia;High income;-2,74;7,5076;-20,570824;0,01;11,98;0,524095238;0,524095238;-0,213872832;-0,213872832;0,000461934;0,000461934
1510;2115100;3;1;Casali et al.;2023;1-2;2;445;14,25;Italy;Not specified;0,36;0;yes;Satisfaction with life scale ( Diener et al., 1985);0,85;0,84;0,84;24,02;6,59;22,37;6,7;0,6;0,67;Europe;High income;0,53;0,2809;0,148877;-0,32;14,92;0,524095238;0,6;-0,250379363;-0,373700541;0,001868191;0,004161708
1572;2115720;4;3;Cha & Yang;2020;1-2;4;2215;10;Korea;Not specified;0,47;0;no;other;0,84;0,81;0,82;9,46;1,9;9,09;1,78;0,46;1;Asia;High income;-3,72;13,8384;-51,478848;0,01;11;0,524095238;0,46;-0,194736842;-0,194736842;0,000496145;0,000496145
1572;2115720;5;3;Cha & Yang;2020;2-3;4;2215;10;Korea;Not specified;0,47;0;no;other;0,84;0,81;0,82;9,09;1,78;9,19;1,83;0,46;1;Asia;High income;-3,72;13,8384;-51,478848;0,01;11;0,524095238;0,46;0,056179775;0,056179775;0,000488297;0,000488297
1572;2115720;6;3;Cha & Yang;2020;3-4;4;2215;10;Korea;Not specified;0,47;0;no;other;0,84;0,81;0,82;9,19;1,83;8,91;1,79;0,47;1;Asia;High income;-3,72;13,8384;-51,478848;0,01;11;0,524095238;0,47;-0,153005464;-0,153005464;0,00048384;0,00048384
1704;2117040;7;1;Chen et al.;2021;1-2;2;1295;12,86;China;Not specified;0,46;0;no;"Positive affect (BABS; Bradburn, 1969)";0,78;0,79;0,78;3,09;0,5;3,21;0,46;0;1;Asia;Upper middle income;-0,86;0,7396;-0,636056;0,01;13,86;0,524095238;0;0,24;0,24;0,001566641;0,001566641
1704;2117041;8;1;Chen et al.;2021;1-2;2;1295;12,86;China;Not specified;0,46;1;no;"Negative affect (BABS;Bradburn, 1969)";0,69;0,76;0,72;2,25;0,55;2,17;0,55;0,02;1;Asia;Upper middle income;-0,86;0,7396;-0,636056;0,01;13,86;0,524095238;0,02;-0,145454545;-0,145454545;0,001521682;0,001521682
1704;2117042;9;1;Chen et al.;2021;1-2;2;1295;12,86;China;Not specified;0,46;0;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,65;0,71;0,68;3;0,66;3,19;0,65;0,45;1;Asia;Upper middle income;-0,86;0,7396;-0,636056;0,01;13,86;0,524095238;0,45;0,287878788;0,287878788;0,000881419;0,000881419
1045;2210450;10;3;Boer et al.;2022;1-2;4;1419;12,51;Netherlands;Not specified;0,46;0;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,8;0,84;0,82;4,93;0,76;4,69;0,87;;1;Europe;High income;-1,21;1,4641;-1,771561;0,01;13,51;0,524095238;0,524095238;-0,315789474;-0,315789474;0,000705899;0,000705899
1045;2210450;11;3;Boer et al.;2022;2-3;4;1419;12,51;Netherlands;Not specified;0,46;0;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,8;0,84;0,82;4,69;0,87;4,54;0,88;;1;Europe;High income;-1,21;1,4641;-1,771561;0,01;13,51;0,524095238;0,524095238;-0,172413793;-0,172413793;0,000681235;0,000681235
1045;2210450;12;3;Boer et al.;2022;3-4;4;1419;12,51;Netherlands;Not specified;0,46;0;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,8;0,84;0,82;4,54;0,88;4,48;0,88;;1;Europe;High income;-1,21;1,4641;-1,771561;0,01;13,51;0,524095238;0,524095238;-0,068181818;-0,068181818;0,000672399;0,000672399
1102;2211020;13;4;Borghuis et al.;2020;1-2;5;1046;13,1;Netherlands;Not specified;0,54;1;no;Other;0,95;0,95;0,95;6,04;3,04;6,62;3,53;;1;Europe;High income;-0,62;0,3844;-0,238328;0,01;14,1;0,524095238;0,524095238;0,190789474;0,190789474;0,000927352;0,000927352
1102;2211020;14;4;Borghuis et al.;2020;2-3;5;1046;13,1;Netherlands;Not specified;0,54;1;no;Other;0,95;0,95;0,95;6,62;3,53;6,76;3,53;;1;Europe;High income;-0,62;0,3844;-0,238328;0,01;14,1;0,524095238;0,524095238;0,039660057;0,039660057;0,000910704;0,000910704
1102;2211020;15;4;Borghuis et al.;2020;3-4;5;1046;13,1;Netherlands;Not specified;0,54;1;no;Other;0,95;0,95;0,95;6,76;3,53;6,79;3,81;;1;Europe;High income;-0,62;0,3844;-0,238328;0,01;14,1;0,524095238;0,524095238;0,008498584;0,008498584;0,000909986;0,000909986
1102;2211020;16;4;Borghuis et al.;2020;4-5;5;1046;13,1;Netherlands;Not specified;0,54;1;no;Other;0,95;0,95;0,95;6,79;3,81;6,68;3,71;;1;Europe;High income;-0,62;0,3844;-0,238328;0,01;14,1;0,524095238;0,524095238;-0,028871391;-0,028871391;0,00091035;0,00091035
1369;2213690;17;7;Burris et al.;2017;1-2;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;2,11;0,76;1,82;0,74;0,41;0,5;North America;High income;-3,22;10,3684;-33,386248;-0,49;11;0,524095238;0,41;-0,381578947;-0,763157895;0,000657293;0,002629174
1369;2213690;18;7;Burris et al.;2017;2-3;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;1,82;0,74;1,75;0,7;0,49;0,5;North America;High income;-3,22;10,3684;-33,386248;-0,49;11;0,524095238;0,49;-0,094594595;-0,189189189;0,0005375;0,002149998
1369;2213690;19;7;Burris et al.;2017;3-4;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;1,75;0,7;1,69;0,73;0,47;0,5;North America;High income;-3,22;10,3684;-33,386248;-0,49;11;0,524095238;0,47;-0,085714286;-0,171428571;0,000558066;0,002232263
1369;2213690;20;7;Burris et al.;2017;4-5;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;1,69;0,73;1,7;0,7;0,46;0,5;North America;High income;-3,22;10,3684;-33,386248;-0,49;11;0,524095238;0,46;0,01369863;0,02739726;0,000566681;0,002266724
1369;2213690;21;7;Burris et al.;2017;5-6;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;1,7;0,7;1,72;0,68;0,57;0,5;North America;High income;-3,22;10,3684;-33,386248;-0,49;11;0,524095238;0,57;0,028571429;0,057142857;0,000451421;0,001805683
1369;2213690;22;7;Burris et al.;2017;6-7;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;1,72;0,68;1,77;0,75;0,48;0,5;North America;High income;-3,22;10,3684;-33,386248;-0,49;11;0,524095238;0,48;0,073529412;0,147058824;0,000547064;0,002188255
1369;2213690;23;7;Burris et al.;2017;7-8;8;1906;10,5;U.S.;White/European;0,5;1;no;Other;0,9;0,85;0,88;1,77;0,75;1,83;0,76;0,51;1;North America;High income;-3,22;10,3684;-33,386248;0,01;11,5;0,524095238;0,51;0,08;0,08;0,000515845;0,000515845
1411;2214110;24;1;Calandri & Graziano;2022;1-2;2;993;15,5;Italy;Not specified;0,48;0;no;Other;0,78;0,78;0,78;8,45;8,06;8,25;8,27;0,6;1;Europe;High income;1,78;3,1684;5,639752;0,01;16,5;0,524095238;0,6;-0,024813896;-0,024813896;0,00080595;0,00080595
2257;322570;25;1;Daly;2022;1-2;2;8951;12,53;England;Not specified;0,5;0;no;One-item life satisfaction;0,82;0,85;0,84;6,06;1,16;5,64;1,2;;0,99;Europe;High income;-1,19;1,4161;-1,685159;0;13,52;0,524095238;0,524095238;-0,362068966;-0,365726228;0,000113658;0,000115966
2269;322690;26;1;Daniel et al.;2016;1-2;2;259;16,19;Israel;Other;0,57;0;no;Satisfaction with life scale ( Diener et al., 1985);0,8;0,81;0,8;5,4;1,13;5,58;1,05;0,57;1;Asia;High income;2,47;6,1009;15,069223;0,01;17,19;0,524095238;0,57;0,159292035;0,159292035;0,003369448;0,003369448
2269;322691;27;1;Daniel et al.;2016;1-2;2;281;16,14;Israel;Other;0,28;0;no;Satisfaction with life scale ( Diener et al., 1985);0,8;0,81;0,8;5,19;1,24;4,98;1,2;0,52;1;Asia;High income;2,42;5,8564;14,172488;0,01;17,14;0,524095238;0,52;-0,169354839;-0,169354839;0,003467404;0,003467404
2489;324890;28;1;Dion et al.;2022;1-2;2;1802;14,74;Canada;Other;0,42;0;yes;Satisfaction with life scale ( Diener et al., 1985);0,86;0,87;0,86;21,41;6,31;20,43;6,45;0,55;1;North America;High income;1,02;1,0404;1,061208;0,01;15,74;0,524095238;0,55;-0,155309033;-0,155309033;0,000506138;0,000506138
2623;326230;29;1;Duncan et al.;2022;1-2;2;2645;16,5;Canada;White/European;0,64;0;yes;Flourishing scale (Diener, 2010);0,93;0,93;0,93;32,2;5,5;32;5,6;;2;North America;High income;2,78;7,7284;21,484952;1,01;18,5;0,524095238;0,524095238;-0,036363636;-0,018181818;0,000360102;9,00256E-05
2777;327770;30;1;Endo et al.;2020;1-2;2;3171;10,17;Japan;Not specified;0,47;0;no;WHO-5 well-being index;0,82;0,85;0,84;79,06;16,61;75,14;18,88;;2;Asia;High income;-3,55;12,6025;-44,738875;1,01;12,17;0,524095238;0,524095238;-0,236002408;-0,118001204;0,000308943;7,72357E-05
2844;328440;31;1;Esteban-Gonzalo et al.;2019;1-2;2;481;14,1;Spain;Not specified;0,49;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,87;0,89;0,88;24,1;3;23,4;3,1;;2;Europe;High income;0,38;0,1444;0,054872;1,01;16,1;0,524095238;0,524095238;-0,233333333;-0,116666667;0,002035409;0,000508852
2844;328441;32;1;Esteban-Gonzalo et al.;2019;1-2;2;506;14;Spain;Not specified;0,49;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,87;0,89;0,88;23,8;2,9;22,9;3,1;;2;Europe;High income;0,28;0,0784;0,021952;1,01;16;0,524095238;0,524095238;-0,310344828;-0,155172414;0,001976218;0,000494055
2844;328442;33;1;Esteban-Gonzalo et al.;2019;1-2;2;481;14,1;Spain;Not specified;0,49;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,89;0,91;0,9;17,7;3,2;18;3,4;;2;Europe;High income;0,38;0,1444;0,054872;1,01;16,1;0,524095238;0,524095238;0,09375;0,046875;0,00198795;0,000496988
2844;328443;34;1;Esteban-Gonzalo et al.;2019;1-2;2;506;14;Spain;Not specified;0,49;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,89;0,91;0,9;16,4;3,2;16,3;3,4;;2;Europe;High income;0,28;0,0784;0,021952;1,01;16;0,524095238;0,524095238;-0,03125;-0,015625;0,001882011;0,000470503
2845;328450;35;1;Esteban-Gonzalo et al.;2021;1-2;2;1082;10,4;Spain;Not specified;0,49;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,87;0,89;0,88;24,5;3,1;23,4;3,2;;2;Europe;High income;-3,32;11,0224;-36,594368;1,01;12,4;0,524095238;0,524095238;-0,35483871;-0,177419355;0,00093786;0,000234465
2845;328451;36;1;Esteban-Gonzalo et al.;2021;1-2;2;1082;10,4;Spain;Not specified;0,49;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,89;0,91;0,9;17,7;3,3;17,4;3,5;;2;Europe;High income;-3,32;11,0224;-36,594368;1,01;12,4;0,524095238;0,524095238;-0,090909091;-0,045454545;0,000883495;0,000220874
2845;328452;37;1;Esteban-Gonzalo et al.;2021;1-2;2;1168;10,3;Spain;Not specified;0,49;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,87;0,89;0,88;24,1;3;23;3,4;;2;Europe;High income;-3,42;11,6964;-40,001688;1,01;12,3;0,524095238;0,524095238;-0,366666667;-0,183333333;0,000872459;0,000218115
2845;328453;38;1;Esteban-Gonzalo et al.;2021;1-2;2;1168;10,3;Spain;Not specified;0,49;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,89;0,91;0,9;10,7;3,4;16,2;3,5;;2;Europe;High income;-3,42;11,6964;-40,001688;1,01;12,3;0,524095238;0,524095238;1,617647059;0,808823529;0,001935103;0,000483776
3095;430950;39;1;Fomina et al.;2020;1-2;2;239;10,31;Russia;Not specified;0,52;0;no;Other;0,72;0,78;0,75;18,95;4,24;19,54;4,05;;0,5;Europe;Upper middle income;-3,41;11,6281;-39,651821;-0,49;10,81;0,524095238;0,524095238;0,139150943;0,278301887;0,004022975;0,0160919
3189;431890;40;1;Frison et al.;2016;1-2;2;1235;14,76;Belgium;Not specified;0,48;0;no;Satisfaction with life scale ( Diener et al., 1985);0,9;0,9;0,9;4,87;1,39;5,02;1,3;0,63;0,5;Europe;High income;1,04;1,0816;1,124864;-0,49;15,26;0,524095238;0,63;0,107913669;0,215827338;0,000603905;0,00241562
3259;432590;41;3;Galla et al.;2020;1-2;4;1657;14;U.S.;Black;0,48;0;no;Other;0,77;0,85;0,81;3,72;0,73;3,66;0,78;0,49;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,49;-0,082191781;-0,164383562;0,000617609;0,002470435
3259;432590;42;3;Galla et al.;2020;2-3;4;1657;14;U.S.;Black;0,48;0;no;Other;0,77;0,85;0,81;3,66;0,78;3,61;0,79;0,58;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,58;-0,064102564;-0,128205128;0,00050818;0,002032721
3259;432590;43;3;Galla et al.;2020;3-4;4;1657;14;U.S.;Black;0,48;0;no;Other;0,77;0,85;0,81;3,61;0,79;3,61;0,79;0,54;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,54;0;0;0,00055522;0,002220881
3259;432591;44;3;Galla et al.;2020;1-2;4;1657;14;U.S.;Black;0,48;1;no;Other;0,71;0,76;0,74;2,55;0,79;2,61;0,77;0,54;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,54;0,075949367;0,151898734;0,000556961;0,002227843
3259;432591;45;3;Galla et al.;2020;2-3;4;1657;14;U.S.;Black;0,48;1;no;Other;0,71;0,76;0,74;2,61;0,77;2,61;0,8;0,6;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,6;0;0;0,0004828;0,001931201
3259;432591;46;3;Galla et al.;2020;3-4;4;1657;14;U.S.;Black;0,48;1;no;Other;0,71;0,76;0,74;2,61;0,8;2,66;0,82;0,6;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,6;0,0625;0,125;0,000483979;0,001935916
3550;435500;47;1;Gomez-Baya et al.;2018;1-2;2;714;13,81;Spain;Not specified;0,49;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;18,53;4,63;18,21;3,98;0,51;1;Europe;High income;0,09;0,0081;0,000729;0,01;14,81;0,524095238;0,51;-0,069114471;-0,069114471;0,001375894;0,001375894
3554;435540;48;1;Gomez-Baya et al.;2018;1-2;2;714;13,7;Spain;Not specified;0,51;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;18,8;4,48;18,35;4,41;0,52;1;Europe;High income;-0,02;0,0004;-8E-06;0,01;14,7;0,524095238;0,52;-0,100446429;-0,100446429;0,001351603;0,001351603
3559;435590;49;1;Gómez-López et al.;2022;1-2;2;662;14,63;Spain;Not specified;0,51;0;no;Other;0,82;0,85;0,84;4,59;0,65;4,61;0,7;0,54;0,5;Europe;High income;0,91;0,8281;0,753571;-0,49;15,13;0,524095238;0,54;0,030769231;0,061538462;0,001390443;0,005561773
3587;435870;50;1;Good & Willoughby;2014;1-2;2;803;16,23;Canada;White/European;0,52;0;no;One-item life satisfaction;0,82;0,85;0,84;2,33;0,8;2,19;0,79;;0,62;North America;High income;2,51;6,3001;15,813251;-0,37;16,85;0,524095238;0,524095238;-0,175;-0,282258065;0,001204386;0,003133158
3619;436190;51;3;Goto et al.;2022;1-2;4;2252;11,5;Japan;Not specified;0,62;0;yes;One-item life satisfaction;0,82;0,85;0,84;72,6;20,2;76,3;19,3;;0,33;Asia;High income;-2,22;4,9284;-10,941048;-0,66;11,83;0,524095238;0,524095238;0,183168317;0,555055506;0,0004301;0,003949493
3619;436190;52;3;Goto et al.;2022;2-3;4;2252;11,5;Japan;Not specified;0,62;0;yes;One-item life satisfaction;0,82;0,85;0,84;76,3;19,3;72,6;23;;0,5;Asia;High income;-2,22;4,9284;-10,941048;-0,49;12;0,524095238;0,524095238;-0,191709845;-0,383419689;0,000430811;0,001723243
3619;436190;53;3;Goto et al.;2022;3-4;4;2252;11,5;Japan;Not specified;0,62;0;yes;One-item life satisfaction;0,82;0,85;0,84;72,6;23;72,9;20,6;;0,75;Asia;High income;-2,22;4,9284;-10,941048;-0,24;12,25;0,524095238;0,524095238;0,013043478;0,017391304;0,000422689;0,000751446
3700;437000;54;2;Griffith et al.;2021;1-2;3;665;11,85;U.S.;White/European;0,56;0;no;Other;0,86;0,89;0,88;3,7;0,71;3,63;0,72;;1,5;North America;High income;-1,87;3,4969;-6,539203;0,51;13,35;0,524095238;0,524095238;-0,098591549;-0,0657277;0,001438601;0,000639378
3700;437000;55;2;Griffith et al.;2021;2-3;3;665;11,85;U.S.;White/European;0,56;0;no;Other;0,86;0,89;0,88;3,63;0,72;3,55;0,73;;1,5;North America;High income;-1,87;3,4969;-6,539203;0,51;13,35;0,524095238;0,524095238;-0,111111111;-0,074074074;0,001440575;0,000640256
3700;437001;56;2;Griffith et al.;2021;1-2;3;665;11,85;U.S.;White/European;0,56;1;no;Other;0,89;0,91;0,9;1,87;0,66;1,71;0,57;;1,5;North America;High income;-1,87;3,4969;-6,539203;0,51;13,35;0,524095238;0,524095238;-0,242424242;-0,161616162;0,00147548;0,000655769
3700;437001;57;2;Griffith et al.;2021;2-3;3;665;11,85;U.S.;White/European;0,56;1;no;Other;0,89;0,91;0,9;1,71;0,57;1,67;0,58;;1,5;North America;High income;-1,87;3,4969;-6,539203;0,51;13,35;0,524095238;0,524095238;-0,070175439;-0,046783626;0,001434995;0,000637776
3701;437010;58;3;Griffith & Hankin;2024;1-2;4;146;12,71;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,84;0,92;0,88;23,9;5,15;24,71;5,71;;0,25;North America;High income;-1,01;1,0201;-1,030301;-0,74;12,96;0,524095238;0,524095238;0,157281553;0,629126214;0,006603961;0,105663372
3701;437010;59;3;Griffith & Hankin;2024;2-3;4;146;12,71;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,84;0,92;0,88;24,71;5,71;23,92;5,38;;0,25;North America;High income;-1,01;1,0201;-1,030301;-0,74;12,96;0,524095238;0,524095238;-0,138353765;-0,553415061;0,006584797;0,105356757
3701;437010;60;3;Griffith & Hankin;2024;3-4;4;146;12,71;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,84;0,92;0,88;23,92;5,38;23,72;5,95;;0,25;North America;High income;-1,01;1,0201;-1,030301;-0,74;12,96;0,524095238;0,524095238;-0,037174721;-0,148698885;0,006523976;0,104383617
3701;437011;61;3;Griffith & Hankin;2024;1-2;4;146;12,71;U.S.;White/European;0,52;1;no;Satisfaction with life scale ( Diener et al., 1985);0,74;0,83;0,78;8,83;3,32;9,13;3,53;;0,25;North America;High income;-1,01;1,0201;-1,030301;-0,74;12,96;0,524095238;0,524095238;0,090361446;0,361445783;0,006547206;0,104755301
3701;437011;62;3;Griffith & Hankin;2024;2-3;4;146;12,71;U.S.;White/European;0,52;1;no;Satisfaction with life scale ( Diener et al., 1985);0,74;0,83;0,78;9,13;3,53;9,11;3,52;;0,25;North America;High income;-1,01;1,0201;-1,030301;-0,74;12,96;0,524095238;0,524095238;-0,005665722;-0,02266289;0,006519353;0,104309652
3701;437011;63;3;Griffith & Hankin;2024;3-4;4;146;12,71;U.S.;White/European;0,52;1;no;Satisfaction with life scale ( Diener et al., 1985);0,74;0,83;0,78;9,11;3,52;8,91;3,29;;0,25;North America;High income;-1,01;1,0201;-1,030301;-0,74;12,96;0,524095238;0,524095238;-0,056818182;-0,227272727;0,006530299;0,104484786
3702;437020;64;2;Griffith et al.;2021;1-2;3;680;11,87;U.S.;White/European;0,57;0;no;One-item life satisfaction;0,86;0,89;0,88;44,34;8,59;43,62;8,66;0,37;1,5;North America;High income;-1,85;3,4225;-6,331625;0,51;13,37;0,524095238;0,37;-0,083818393;-0,055878929;0,001858107;0,000825825
3702;437020;65;2;Griffith et al.;2021;2-3;3;680;11,87;U.S.;White/European;0,57;0;no;One-item life satisfaction;0,86;0,89;0,88;43,62;8,66;41,98;8,59;0,5;1,5;North America;High income;-1,85;3,4225;-6,331625;0,51;13,37;0,524095238;0,5;-0,189376443;-0,126250962;0,001496958;0,000665315
3766;437660;66;2;Guo et al.;2023;1-2;3;1214;12,89;China;Not specified;0,44;0;no;Other;0,7;0,75;0,72;34,45;6,37;34,22;6,42;0,51;1;Asia;Upper middle income;-0,83;0,6889;-0,571787;0,01;13,89;0,524095238;0,51;-0,03610675;-0,03610675;0,000807786;0,000807786
3766;437660;67;2;Guo et al.;2023;2-3;3;1214;12,89;China;Not specified;0,44;0;no;Other;0,7;0,75;0,72;34,22;6,42;34,85;6,55;0,54;1;Asia;Upper middle income;-0,83;0,6889;-0,571787;0,01;13,89;0,524095238;0,54;0,098130841;0,098130841;0,000761791;0,000761791
4028;540280;68;3;Hatano et al.;2023;1-2;4;618;16;Japan;Asian;0,5;0;no;Other;0,84;0,9;0,87;2,83;0,69;2,88;0,66;0,55;1;Asia;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,55;0,072463768;0,072463768;0,001460559;0,001460559
4028;540280;69;3;Hatano et al.;2023;2-3;4;618;16;Japan;Asian;0,5;0;no;Other;0,84;0,9;0,87;2,88;0,66;2,96;0,67;0,44;1;Asia;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,44;0,121212121;0,121212121;0,001824185;0,001824185
4028;540280;70;3;Hatano et al.;2023;3-4;4;618;16;Japan;Asian;0,5;0;no;Other;0,84;0,9;0,87;2,96;0,67;3,06;0,67;0,4;1;Asia;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,4;0,149253731;0,149253731;0,001959771;0,001959771
4028;540281;71;3;Hatano et al.;2023;1-2;4;618;16;Japan;Asian;0,5;0;no;Other;0,68;0,9;0,79;3,16;0,57;3,17;0,53;0,53;1;Asia;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,53;0,01754386;0,01754386;0,001521285;0,001521285
4028;540281;72;3;Hatano et al.;2023;2-3;4;618;16;Japan;Asian;0,5;0;no;Other;0,68;0,9;0,79;3,17;0,53;3,18;0,54;0,5;1;Asia;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,5;0,018867925;0,018867925;0,001618411;0,001618411
4028;540281;73;3;Hatano et al.;2023;3-4;4;618;16;Japan;Asian;0,5;0;no;Other;0,68;0,9;0,79;3,18;0,54;3,21;0,48;0,53;1;Asia;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,53;0,055555556;0,055555556;0,001523533;0,001523533
4029;540290;74;3;Hatano & Sugimura;2017;1-2;4;968;14,5;Japan;Not specified;0,5;0;no;Other;0,84;0,9;0,87;2,86;0,71;2,88;0,66;;1;Asia;High income;0,78;0,6084;0,474552;0,01;15,5;0,524095238;0,524095238;0,028169014;0,028169014;0,000983684;0,000983684
4029;540290;75;3;Hatano & Sugimura;2017;2-3;4;968;14,5;Japan;Not specified;0,5;0;no;Other;0,84;0,9;0,87;2,88;0,66;2,98;0,68;;1;Asia;High income;0,78;0,6084;0,474552;0,01;15,5;0,524095238;0,524095238;0,151515152;0,151515152;0,000995132;0,000995132
4029;540290;76;3;Hatano & Sugimura;2017;3-4;4;968;14,5;Japan;Not specified;0,5;0;no;Other;0,84;0,9;0,87;2,98;0,68;3,01;0,66;;1;Asia;High income;0,78;0,6084;0,474552;0,01;15,5;0,524095238;0,524095238;0,044117647;0,044117647;0,00098428;0,00098428
4029;540291;77;3;Hatano & Sugimura;2017;1-2;4;968;14,5;Japan;Not specified;0,5;0;no;Other;0,66;0,66;0,66;3,18;0,58;3,16;0,54;;1;Asia;High income;0,78;0,6084;0,474552;0,01;15,5;0,524095238;0,524095238;-0,034482759;-0,034482759;0,000983888;0,000983888
4029;540291;78;3;Hatano & Sugimura;2017;2-3;4;968;14,5;Japan;Not specified;0,5;0;no;Other;0,66;0,66;0,66;3,16;0,54;3,2;0,54;;1;Asia;High income;0,78;0,6084;0,474552;0,01;15,5;0,524095238;0,524095238;0,074074074;0,074074074;0,000986108;0,000986108
4029;540291;79;3;Hatano & Sugimura;2017;3-4;4;968;14,5;Japan;Not specified;0,5;0;no;Other;0,66;0,66;0,66;3,2;0,54;3,2;0,51;;1;Asia;High income;0,78;0,6084;0,474552;0,01;15,5;0,524095238;0,524095238;0;0;0,000983274;0,000983274
4452;544520;80;1;Huebner & Funk;2000;1-2;2;321;16,14;U.S.;Black;0,65;0;no;Other;0,84;0,79;0,81;4,2;0,94;4,42;0,89;0,53;1;North America;High income;2,42;5,8564;14,172488;0,01;17,14;0,524095238;0,53;0,234042553;0,234042553;0,00301367;0,00301367
4747;547470;81;1;Jhang;2018;1-2;2;1273;13,73;Taiwan;Not specified;0,52;0;no;Other;0,77;0,78;0,78;4,28;1,18;4,02;1,17;0,4;2;Asia;High income;0,01;1E-04;1E-06;1,01;15,73;0,524095238;0,4;-0,220338983;-0,110169492;0,000961724;0,000240431
4759;547590;82;1;Jiang et al.;2024;1-2;2;2708;13,27;China;Not specified;0,42;0;no;Satisfaction with life scale ( Diener et al., 1985);0,92;0,93;0,92;5,48;1,27;5,39;1,15;0,32;1;Asia;Upper middle income;-0,45;0,2025;-0,091125;0,01;14,27;0,524095238;0,32;-0,070866142;-0,070866142;0,000503143;0,000503143
4759;547591;83;1;Jiang et al.;2024;1-2;2;2708;13,18;China;Not specified;0,47;0;no;Subjective happiness (Lyubomirsky & Lepper, 1999);0,92;0,93;0,92;5,51;1,29;5,42;1,27;0,4;1;Asia;Upper middle income;-0,54;0,2916;-0,157464;0,01;14,18;0,524095238;0,4;-0,069767442;-0,069767442;0,00044403;0,00044403
4898;548980;84;2;Kalak et al.;2014;1-2;3;9999;13,05;Switzerland & Norway;Not specified;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,77;0,82;0,79;3,4;0,44;3,35;0,46;;0,5;Europe;High income;-0,67;0,4489;-0,300763;-0,49;13,55;0,524095238;0,524095238;-0,113636364;-0,227272727;9,58362E-05;0,000383345
4898;548980;85;2;Kalak et al.;2014;2-3;3;9999;13,05;Switzerland & Norway;Not specified;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,77;0,82;0,79;3,35;0,46;3,34;0,45;;0,5;Europe;High income;-0,67;0,4489;-0,300763;-0,49;13,55;0,524095238;0,524095238;-0,02173913;-0,043478261;9,52141E-05;0,000380856
