StudyID;SampleID;ESID;CaseID_Count;2_Author;3_Year;interval;timepoints;10_Size;11_Mage;16_CNT;17_Eth;18_Female;Negative/Positive+LS;30_Covid;31_WBm;33_Relt1;34_Relt;avg_rel;WBmi;WBsdi;WBmj;WBsdj;WBcorrij;WBtitj;region;income_level;agem1ic1;agem1ic2;agem1ic3;timelagc;agem2i;corrmean;corrx;es_d;es_dyear;v_d;v_dyear
11532;13115323;345;1;Chen & Jackson;2009;1-2;2;86;17,5;China;Asian;0,63;1;no;Other;0,82;0,82;0,82;18,56;4,79;17,51;5,2;0,35;0,9;Asia;Upper middle income;3,78;14,2884;54,010152;-0,09;18,4;0,524095238;0,35;-0,219206681;-0,243562978;0,015395649;0,019006974
11533;13115330;346;3;Chen;2020;1-2;4;1222;13,76;Taiwan;Not specified;0,55;0;no;Other;0,77;0,89;0,83;4,4;1,21;4,09;1,14;;2;Asia;High income;0,04;0,0016;6,4E-05;1,01;15,76;0,524095238;0,524095238;-0,256198347;-0,128099174;0,000805751;0,000201438
11533;13115330;347;3;Chen;2020;2-3;4;1222;13,76;Taiwan;Not specified;0,55;0;no;Other;0,77;0,89;0,83;4,09;1,14;4,05;1,28;;2;Asia;High income;0,04;0,0016;6,4E-05;1,01;15,76;0,524095238;0,524095238;-0,035087719;-0,01754386;0,000779399;0,00019485
11533;13115330;348;3;Chen;2020;3-4;4;1222;13,76;Taiwan;Not specified;0,55;0;no;Other;0,77;0,89;0,83;4,05;1,28;3,84;1,19;;2;Asia;High income;0,04;0,0016;6,4E-05;1,01;15,76;0,524095238;0,524095238;-0,1640625;-0,08203125;0,000789908;0,000197477
11534;13115340;349;1;Chen et al.;2022;1-2;2;369;15,82;Taiwan;Not specified;0,45;0;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,93;0,94;0,94;2,71;0,73;2,71;0,67;;1,5;Asia;High income;2,1;4,41;9,261;0,51;17,32;0,524095238;0,524095238;0;0;0,00257943;0,001146413
11536;13115360;350;3;Delfabbro et al.;2017;1-2;4;2552;15,2;Australia;Not specified;0,58;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,73;0,85;0,79;23,92;6,63;24,01;6,47;;1;Oceania;High income;1,48;2,1904;3,241792;0,01;16,2;0,524095238;0,524095238;0,013574661;0,013574661;0,000373002;0,000373002
11536;13115360;351;3;Delfabbro et al.;2017;2-3;4;2552;15,2;Australia;Not specified;0,58;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,73;0,85;0,79;24,01;6,47;24,59;6,48;;1;Oceania;High income;1,48;2,1904;3,241792;0,01;16,2;0,524095238;0,524095238;0,089644513;0,089644513;0,000374541;0,000374541
11536;13115360;352;3;Delfabbro et al.;2017;3-4;4;2552;15,2;Australia;Not specified;0,58;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,73;0,85;0,79;24,59;6,48;24,39;6,52;;1;Oceania;High income;1,48;2,1904;3,241792;0,01;16,2;0,524095238;0,524095238;-0,030864198;-0,030864198;0,000373153;0,000373153
11537;13115370;353;1;Dill et al.;2004;1-2;2;731;9,5;U.S.;White/European;0,51;1;no;"Positive affect (PANAS;Watson et al., 1988)";0,88;0,87;0,88;26,93;10,19;26,47;10,4;0,45;1;North America;High income;-4,22;17,8084;-75,151448;0,01;10,5;0,524095238;0,45;-0,045142296;-0,045142296;0,001506182;0,001506182
11539;13115390;354;1;Duineveld et al.;2017;1-2;2;760;12;Finnland;Not specified;0,56;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,87;0,89;0,88;5,21;1,26;4,81;1,34;;1;Europe;High income;-1,72;2,9584;-5,088448;0,01;13;0,524095238;0,524095238;-0,317460317;-0,317460317;0,001318684;0,001318684
11539;13115391;355;1;Duineveld et al.;2017;1-2;2;214;16;Finnland;Not specified;0,52;0;no;Other;0,87;0,89;0,88;4,79;1,31;4,94;1,06;;1;Europe;High income;2,28;5,1984;11,852352;0,01;17;0,524095238;0,524095238;0,114503817;0,114503817;0,004478342;0,004478342
11541;13115410;356;1;Fosco & Feinberg;2015;1-2;2;768;11,3;U.S.;White/European;0,53;0;no;Other;0,68;0,79;0,74;5,5;1,05;5,31;1,14;0,37;1,5;North America;High income;-2,42;5,8564;-14,172488;0,51;12,8;0,524095238;0,37;-0,180952381;-0,120634921;0,001661943;0,000738641
11541;13115411;357;1;Fosco & Feinberg;2015;1-2;2;768;11,3;U.S.;White/European;0,53;0;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,88;0,9;0,89;5,03;0,91;4,83;0,98;0,36;1,5;North America;High income;-2,42;5,8564;-14,172488;0,51;12,8;0,524095238;0,36;-0,21978022;-0,146520147;0,001698114;0,000754717
11543;13115430;358;1;Gerber et al.;2013;1-2;2;865;17,86;Switzerland;Not specified;0,43;0;no;Other;0,82;0,85;0,84;14,66;3,43;14,55;3,41;0,51;0,83;Europe;High income;4,14;17,1396;70,957944;-0,16;18,69;0,524095238;0,51;-0,032069971;-0,038638519;0,001133542;0,001645438
11544;13115440;359;3;Gillham et al.;2011;1-2;4;149;14;U.S.;White/European;0,52;0;no;Other;0,82;0,85;0,84;7,23;1,98;7,5;1,7;0,62;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,62;0,136363636;0,272727273;0,005163071;0,020652282
11544;13115440;360;3;Gillham et al.;2011;2-3;4;149;14;U.S.;White/European;0,52;0;no;Other;0,82;0,85;0,84;7,5;1,7;7,52;1,66;;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,524095238;0,011764706;0,023529412;0,006388448;0,025553791
11544;13115440;361;3;Gillham et al.;2011;3-4;4;149;14;U.S.;White/European;0,52;0;no;Other;0,82;0,85;0,84;7,52;1,66;7,72;1,29;;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,524095238;0,120481928;0,240963855;0,006436694;0,025746778
11544;13115441;362;3;Gillham et al.;2011;1-2;4;149;14;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,85;0,85;31,7;7,2;33,3;6,6;0,62;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,62;0,222222222;0,444444444;0,005266385;0,02106554
11544;13115441;363;3;Gillham et al.;2011;2-3;4;149;14;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,85;0,85;33,3;6,6;33,7;6,1;;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,524095238;0,060606061;0,121212121;0,006400309;0,025601237
11544;13115441;364;3;Gillham et al.;2011;3-4;4;149;14;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,85;0,85;33,7;6,1;34,4;5,4;;0,5;North America;High income;0,28;0,0784;0,021952;-0,49;14,5;0,524095238;0,524095238;0,114754098;0,229508197;0,006432173;0,025728692
11545;13115450;365;1;Haase et al.;2012;1-2;2;752;17,7;U.S.;Hispanic/Latin American;0,6;0;no;Satisfaction with life scale ( Diener et al., 1985);0,65;0,7;0,68;3,27;0,64;3,31;0,66;0,41;1;North America;High income;3,98;15,8404;63,044792;0,01;18,7;0,524095238;0,41;0,0625;0,0625;0,001571746;0,001571746
11547;13115470;366;1;Haraden et al.;2019;1-2;2;294;12,08;U.S.;White/European;0,58;0;no;Subjective happiness (Lyubomirsky & Lepper, 1999);0,8;0,85;0,82;43,23;8,35;41,78;7,99;0,48;1,5;North America;High income;-1,64;2,6896;-4,410944;0,51;13,58;0,524095238;0,48;-0,173652695;-0,115768463;0,003588699;0,001594978
11547;13115471;367;1;Haraden et al.;2019;1-2;2;294;12,08;U.S.;White/European;0,58;1;no;Other;0,8;0,85;0,82;24,71;7,93;41,78;7,99;0,46;1,5;North America;High income;-1,64;2,6896;-4,410944;0,51;13,58;0,524095238;0,46;2,15258512;1,435056747;0,01155378;0,005135013
11548;13115480;368;2;Hatano et al.;2022;1-2;3;2013;12,67;Japan;Not specified;0,4;0;no;Other;0,77;0,86;0,81;3,79;1,33;3,57;1,24;;1;Asia;High income;-1,05;1,1025;-1,157625;0,01;13,67;0,524095238;0,524095238;-0,165413534;-0,165413534;0,000479628;0,000479628
11548;13115480;369;2;Hatano et al.;2022;2-3;3;2013;12,67;Japan;Not specified;0,4;0;no;Other;0,77;0,86;0,81;3,57;1,24;3,57;1,23;;1;Asia;High income;-1,05;1,1025;-1,157625;0,01;13,67;0,524095238;0,524095238;0;0;0,000472831;0,000472831
11548;13115481;370;2;Hatano et al.;2022;1-2;3;2382;15,7;Japan;Not specified;0,32;0;no;Other;0,78;0,84;0,81;3,61;1,21;3,66;1,2;;1;Asia;High income;1,98;3,9204;7,762392;0,01;16,7;0,524095238;0,524095238;0,041322314;0,041322314;0,000399943;0,000399943
11548;13115481;371;2;Hatano et al.;2022;2-3;3;2382;15,7;Japan;Not specified;0,32;0;no;Other;0,78;0,84;0,81;3,66;1,2;3,79;1,31;;1;Asia;High income;1,98;3,9204;7,762392;0,01;16,7;0,524095238;0,524095238;0,108333333;0,108333333;0,000402048;0,000402048
11551;13115510;372;1;Jackson & Chen;2014;1-2;2;787;12,66;China;Asian;0,53;1;no;"Students' life satisfaction scale (SLSS; Huebner, 1991)";0,82;0,84;0,83;23,29;5,3;21,29;5,92;;2;Asia;Upper middle income;-1,06;1,1236;-1,191016;1,01;14,66;0,524095238;0,524095238;-0,377358491;-0,188679245;0,001299885;0,000324971
11551;13115511;373;1;Jackson & Chen;2014;1-2;2;687;12,66;China;Asian;0,53;1;no;Other;0,83;0,86;0,84;22,51;5,5;20,36;6,35;;2;Asia;Upper middle income;-1,06;1,1236;-1,191016;1,01;14,66;0,524095238;0,524095238;-0,390909091;-0,195454545;0,001496673;0,000374168
11551;13115512;374;1;Jackson & Chen;2014;1-2;2;628;15,57;China;Asian;0,52;1;no;Other;0,82;0,81;0,81;23,63;4,91;21,19;5,42;;2;Asia;Upper middle income;1,85;3,4225;6,331625;1,01;17,57;0,524095238;0,524095238;-0,49694501;-0,248472505;0,00171224;0,00042806
11551;13115513;375;1;Jackson & Chen;2014;1-2;2;584;15,57;China;Asian;0,52;1;no;Other;0,82;0,83;0,82;22,13;4,96;19,95;5,68;;2;Asia;Upper middle income;1,85;3,4225;6,331625;1,01;17,57;0,524095238;0,524095238;-0,439516129;-0,219758065;0,0017952;0,0004488
11552;13115520;376;1;Jiang et al.;2020;1-2;2;234;11,49;China;Asian;0,46;0;no;Satisfaction with life scale ( Diener et al., 1985);0,81;0,83;0,82;3,12;0,71;3,08;0,79;0,44;1;Asia;Upper middle income;-2,23;4,9729;-11,089567;0,01;12,49;0,524095238;0,44;-0,056338028;-0,056338028;0,004793107;0,004793107
11552;13115521;377;1;Jiang et al.;2020;1-2;2;234;11,49;China;Asian;0,46;1;no;Satisfaction with life scale ( Diener et al., 1985);0,76;0,86;0,81;2,13;0,65;2,15;0,72;0,41;1;Asia;Upper middle income;-2,23;4,9729;-11,089567;0,01;12,49;0,524095238;0,41;0,030769231;0,030769231;0,005044758;0,005044758
11552;13115522;378;1;Jiang et al.;2020;1-2;2;234;11,49;China;Asian;0,46;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,72;0,7;0,71;4,37;1,28;4,27;1,1;0,31;1;Asia;Upper middle income;-2,23;4,9729;-11,089567;0,01;12,49;0,524095238;0,31;-0,078125;-0,078125;0,005910478;0,005910478
11553;13115530;379;2;Jose et al.;2012;1-2;3;1774;12,21;New Zealand;White/European;0,52;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,71;0,83;0,77;4,08;0,74;4,04;0,8;;1;Oceania;High income;-1,51;2,2801;-3,442951;0,01;13,21;0,524095238;0,524095238;-0,054054054;-0,054054054;0,000537357;0,000537357
11553;13115530;380;2;Jose et al.;2012;2-3;3;1774;12,21;New Zealand;White/European;0,52;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,71;0,83;0,77;4,04;0,8;4,03;0,8;;1;Oceania;High income;-1,51;2,2801;-3,442951;0,01;13,21;0,524095238;0,524095238;-0,0125;-0,0125;0,000536577;0,000536577
11553;13115531;381;2;Jose et al.;2012;1-2;3;1774;12,21;New Zealand;White/European;0,52;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,69;0,73;0,71;3,13;0,78;3,06;0,81;;1;Oceania;High income;-1,51;2,2801;-3,442951;0,01;13,21;0,524095238;0,524095238;-0,08974359;-0,08974359;0,000538803;0,000538803
11553;13115531;382;2;Jose et al.;2012;2-3;3;1774;12,21;New Zealand;White/European;0,52;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,69;0,73;0,71;3,06;0,81;3,06;0,8;;1;Oceania;High income;-1,51;2,2801;-3,442951;0,01;13,21;0,524095238;0,524095238;0;0;0,000536533;0,000536533
11554;13115540;383;3;Jung & Choi;2017;1-2;4;3079;13;Korea;Not specified;0,5;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;3,48;0,86;3,5;0,78;;1;Asia;High income;-0,72;0,5184;-0,373248;0,01;14;0,524095238;0,524095238;0,023255814;0,023255814;0,000309217;0,000309217
11554;13115540;384;3;Jung & Choi;2017;2-3;4;3079;13;Korea;Not specified;0,5;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;3,5;0,78;3,45;0,76;;1;Asia;High income;-0,72;0,5184;-0,373248;0,01;14;0,524095238;0,524095238;-0,064102564;-0,064102564;0,000309797;0,000309797
11554;13115540;385;3;Jung & Choi;2017;3-4;4;3079;13;Korea;Not specified;0,5;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;3,45;0,76;3,41;0,78;;1;Asia;High income;-0,72;0,5184;-0,373248;0,01;14;0,524095238;0,524095238;-0,052631579;-0,052631579;0,000309579;0,000309579
11560;13115600;386;1;Liem et al.;2010;1-2;2;142;18,08;U.S.;White/European;0,52;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,69;0,76;0,72;13,5;4,58;15,63;4,79;;4;North America;High income;4,36;19,0096;82,881856;3,01;22,08;0,524095238;0,524095238;0,465065502;0,116266376;0,007464454;0,000466528
11560;13115601;387;1;Liem et al.;2010;1-2;2;40;18,08;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,69;0,76;0,72;13,65;5,17;14,59;4,81;;4;North America;High income;4,36;19,0096;82,881856;3,01;22,08;0,524095238;0,524095238;0,181818182;0,045454545;0,024208461;0,001513029
11560;13115602;388;1;Liem et al.;2010;1-2;2;1143;18,08;U.S.;White/European;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,69;0,76;0,72;15,73;3,94;15,86;4,21;;4;North America;High income;4,36;19,0096;82,881856;3,01;22,08;0,524095238;0,524095238;0,032994924;0,008248731;0,000833205;5,20753E-05
11562;13115620;389;2;Lin & Yi;2019;1-2;3;2690;13,3;China;Not specified;0,49;0;no;Other;0,76;0,68;0,72;3,13;0,5;2,94;0,5;;2;Asia;Upper middle income;-0,42;0,1764;-0,074088;1,01;15,3;0,524095238;0,524095238;-0,38;-0,19;0,000380673;9,51682E-05
11562;13115620;390;2;Lin & Yi;2019;2-3;3;2690;13,3;China;Not specified;0,49;0;no;Other;0,76;0,68;0,72;2,94;0,5;2,84;0,52;;2;Asia;Upper middle income;-0,42;0,1764;-0,074088;1,01;15,3;0,524095238;0,524095238;-0,2;-0,1;0,000361267;9,03169E-05
11564;13115640;391;1;Marques;2016;1-2;2;592;11,61;Portugal;Other;0,52;0;no;One-item life satisfaction;0,86;0,87;0,86;29,3;6,36;29,1;6,82;0,5;5;Europe;High income;-2,11;4,4521;-9,393931;4,01;16,61;0,524095238;0,5;-0,031446541;-0,006289308;0,001690024;6,7601E-05
11565;13115650;392;1;Martin et al.;2013;1-2;2;643;12,61;Australia;Not specified;0,55;0;no;Other;0,77;0,77;0,77;5,38;1,1;5,36;1,09;0,47;1;Oceania;High income;-1,11;1,2321;-1,367631;0,01;13,61;0,524095238;0,47;-0,018181818;-0,018181818;0,00164878;0,00164878
11566;13115660;393;2;McCabe & Ricciardelli;2006;1-2;3;556;13,41;Australia;Not specified;0;0;no;Other;0,85;0,9;0,88;29,76;8,73;30,93;8,79;;0,66;Oceania;High income;-0,31;0,0961;-0,029791;-0,33;14,07;0,524095238;0,524095238;0,134020619;0,203061543;0,00172804;0,003967034
11566;13115660;394;2;McCabe & Ricciardelli;2006;2-3;3;556;13,41;Australia;Not specified;0;0;no;Other;0,85;0,9;0,88;30,93;8,79;31,1;9,1;;0,66;Oceania;High income;-0,31;0,0961;-0,029791;-0,33;14,07;0,524095238;0,524095238;0,019340159;0,029303272;0,001712224;0,003930725
11566;13115661;395;2;McCabe & Ricciardelli;2006;1-2;3;547;13,33;Australia;Not specified;1;0;no;Other;0,85;0,9;0,88;30,96;8,76;31,62;8,87;;0,66;Oceania;High income;-0,39;0,1521;-0,059319;-0,33;13,99;0,524095238;0,524095238;0,075342466;0,114155251;0,001745243;0,004006526
11566;13115661;396;2;McCabe & Ricciardelli;2006;2-3;3;547;13,33;Australia;Not specified;1;0;no;Other;0,85;0,9;0,88;31,62;8,87;31,68;8,43;;0,66;Oceania;High income;-0,39;0,1521;-0,059319;-0,33;13,99;0,524095238;0,524095238;0,006764374;0,010249052;0,001740096;0,00399471
11567;13115670;397;1;McCabe & Ricciardelli;2009;1-2;2;318;14;Australia;Not specified;0,51;1;no;Other;0,79;0,9;0,84;16,64;6,83;18,52;7,89;;1,5;Oceania;High income;0,28;0,0784;0,021952;0,51;15,5;0,524095238;0,524095238;0,275256223;0,183504148;0,003112241;0,001383218
11567;13115671;398;1;McCabe & Ricciardelli;2009;1-2;2;69;14;Australia;Not specified;0,51;1;no;Other;0,79;0,9;0,84;16,61;5,76;19,84;9,03;;1,5;Oceania;High income;0,28;0,0784;0,021952;0,51;15,5;0,524095238;0,524095238;0,560763889;0,373842593;0,016073009;0,007143559
11567;13115672;399;1;McCabe & Ricciardelli;2009;1-2;2;348;14;Australia;Not specified;0,51;1;no;"Student's life satisfaction scale (SLSS; Huebner, 1991)";0,79;0,9;0,84;20,59;8,01;22,06;8,53;;1,5;Oceania;High income;0,28;0,0784;0,021952;0,51;15,5;0,524095238;0,524095238;0,183520599;0,122347066;0,002783475;0,0012371
11567;13115673;400;1;McCabe & Ricciardelli;2009;1-2;2;57;14;Australia;Not specified;0,51;1;no;Satisfaction with life scale ( Diener et al., 1985);0,79;0,9;0,84;23,44;7,29;22,24;8,55;;1,5;Oceania;High income;0,28;0,0784;0,021952;0,51;15,5;0,524095238;0,524095238;-0,164609053;-0,109739369;0,016936098;0,007527155
11568;13115680;401;2;Miller et al.;2020;1-2;3;1060;17,5;U.S.;Hispanic/Latin American;0,49;1;no;"Positive affect (PANAS;Watson et al., 1988)";0,94;0,94;0,94;0,4;0,5;0,3;0,5;;1;North America;High income;3,78;14,2884;54,010152;0,01;18,5;0,524095238;0,524095238;-0,2;-0,2;0,000916801;0,000916801
11568;13115680;402;2;Miller et al.;2020;2-3;3;1060;17,5;U.S.;Hispanic/Latin American;0,49;1;no;"Positive affect (PANAS;Watson et al., 1988)";0,94;0,94;0,94;0,3;0,5;0,4;0,6;;1;North America;High income;3,78;14,2884;54,010152;0,01;18,5;0,524095238;0,524095238;0,2;0,2;0,000916801;0,000916801
11573;13115730;403;2;Ricciardelli et al.;2006;1-2;3;237;9,25;Australia;Other;0;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,7;0,7;0,7;11,91;4,24;11,61;4,17;;0,66;Oceania;High income;-4,47;19,9809;-89,314623;-0,33;9,91;0,524095238;0,524095238;-0,070754717;-0,107204117;0,004026636;0,009243883
11573;13115730;404;2;Ricciardelli et al.;2006;2-3;3;237;9,25;Australia;Other;0;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,7;0,7;0,7;11,61;4,17;10,55;3,43;;1,33;Oceania;High income;-4,47;19,9809;-89,314623;0,34;10,58;0,524095238;0,524095238;-0,254196643;-0,191125295;0,004152394;0,002347444
11574;13115740;405;2;Richmond et al.;2013;1-2;3;40;15,57;U.S.;White/European;0,57;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,94;0,96;0,95;3,81;1,6;3,75;1,67;0,6;0,5;North America;High income;1,85;3,4225;6,331625;-0,49;16,07;0,524095238;0,6;-0,0375;-0,075;0,020017578;0,080070313
11574;13115740;406;2;Richmond et al.;2013;2-3;3;40;15,57;U.S.;White/European;0,57;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,94;0,96;0,95;3,75;1,67;3,66;1,64;0,42;1,5;North America;High income;1,85;3,4225;6,331625;0,51;17,07;0,524095238;0,42;-0,053892216;-0,035928144;0,029036305;0,012905024
11574;13115741;407;2;Richmond et al.;2013;1-2;3;71;15,57;U.S.;White/European;0,57;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,94;0,96;0,95;3,02;1,27;2,87;1,35;0,6;0,5;North America;High income;1,85;3,4225;6,331625;-0,49;16,07;0,524095238;0,6;-0,118110236;-0,236220472;0,011365845;0,045463381
11574;13115741;408;2;Richmond et al.;2013;2-3;3;71;15,57;U.S.;White/European;0,57;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,94;0,96;0,95;2,87;1,35;3,05;1,33;0,42;1,5;North America;High income;1,85;3,4225;6,331625;0,51;17,07;0,524095238;0,42;0,133333333;0,088888889;0,016463224;0,007316988
11577;13115770;409;1;Song et al.;2022;1-2;2;602;12,92;U.S.;White/European;0,54;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,82;0,81;0,81;1,72;0,65;1,85;0,67;0,39;7;North America;High income;-0,8;0,64;-0,512;6,01;19,92;0,524095238;0,39;0,2;0,028571429;0,002059801;4,20367E-05
11578;13115780;410;1;Su et al.;2017;1-2;2;227;14,59;China;Not specified;0,49;0;no;Other;0,82;0,85;0,84;3,33;0,96;3,35;0,97;;0,5;Asia;Upper middle income;0,87;0,7569;0,658503;-0,49;15,09;0,524095238;0,524095238;0,020833333;0,041666667;0,00419395;0,016775798
11578;13115781;411;1;Su et al.;2017;1-2;2;176;14,16;China;Not specified;0,53;0;no;Other;0,82;0,85;0,84;3,54;1,06;3,49;1,05;;0,5;Asia;Upper middle income;0,44;0,1936;0,085184;-0,49;14,66;0,524095238;0,524095238;-0,047169811;-0,094339623;0,00541433;0,021657319
11578;13115782;412;1;Su et al.;2017;1-2;2;485;13,84;China;Not specified;0,54;0;no;Other;0,82;0,85;0,84;3,7;1,05;3,71;1,09;;0,5;Asia;Upper middle income;0,12;0,0144;0,001728;-0,49;14,34;0,524095238;0,524095238;0,00952381;0,019047619;0,001962587;0,007850349
11578;13115783;413;1;Su et al.;2017;1-2;2;227;14,59;China;Not specified;0,49;0;no;Other;0,87;0,87;0,87;3,99;0,74;3,96;0,79;;0,5;Asia;Upper middle income;0,87;0,7569;0,658503;-0,49;15,09;0,524095238;0,524095238;-0,040540541;-0,081081081;0,004196614;0,016786454
11578;13115784;414;1;Su et al.;2017;1-2;2;176;14,16;China;Not specified;0,53;0;no;Other;0,87;0,87;0,87;4,15;0,77;4,04;0,74;;0,5;Asia;Upper middle income;0,44;0,1936;0,085184;-0,49;14,66;0,524095238;0,524095238;-0,142857143;-0,285714286;0,005465986;0,021863946
11578;13115785;415;1;Su et al.;2017;1-2;2;485;13,84;China;Not specified;0,54;0;no;Other;0,87;0,87;0,87;4,13;0,8;4,14;0,81;;0,5;Asia;Upper middle income;0,12;0,0144;0,001728;-0,49;14,34;0,524095238;0,524095238;0,0125;0,025;0,001962655;0,00785062
11579;13115790;416;1;Suldo & Huebner;2004;1-2;2;1045;14,2;U.S.;Black;0,64;0;no;Other;0,82;0,85;0,84;4,22;1,14;4,27;1,11;0,56;1;North America;High income;0,48;0,2304;0,110592;0,01;15,2;0,524095238;0,56;0,043859649;0,043859649;0,000843026;0,000843026
11580;13115800;417;2;Sun & Shek;2013;1-2;3;4523;12;China;Not specified;0,46;0;no;Other;0,81;0,88;0,84;4,15;1,01;3,9;1,04;;2;Asia;Upper middle income;-1,72;2,9584;-5,088448;1,01;14;0,524095238;0,524095238;-0,247524752;-0,123762376;0,000217211;5,43027E-05
11580;13115800;418;2;Sun & Shek;2013;2-3;3;4523;12;China;Not specified;0,46;0;no;Other;0,81;0,88;0,84;3,9;1,04;3,71;1,06;;2;Asia;Upper middle income;-1,72;2,9584;-5,088448;1,01;14;0,524095238;0,524095238;-0,182692308;-0,091346154;0,000214127;5,35318E-05
11582;13115820;419;2;Teng et al.;2020;1-2;3;1054;19;China;Not specified;0,59;0;no;Other;0,81;0,88;0,84;4,24;1,08;4,39;1,09;0,57;0,5;Asia;Upper middle income;5,28;27,8784;147,197952;-0,49;19,5;0,524095238;0,57;0,138888889;0,277777778;0,00082509;0,003300361
11582;13115820;420;2;Teng et al.;2020;2-3;3;1054;19;China;Not specified;0,59;0;no;Other;0,81;0,88;0,84;4,39;1,09;4,44;1,15;0,57;0,5;Asia;Upper middle income;5,28;27,8784;147,197952;-0,49;19,5;0,524095238;0,57;0,04587156;0,091743119;0,000816937;0,00326775
11583;13115830;421;1;Valle et al.;2006;1-2;2;860;13,74;U.S.;Black;0,64;0;no;Other;0,82;0,88;0,85;30,45;7,51;30,48;7,87;0,61;1;North America;High income;0,02;0,0004;8E-06;0,01;14,74;0,524095238;0,61;0,003994674;0,003994674;0,000906986;0,000906986
11584;13115840;422;1;Van Den Eijnden et al.;2018;1-2;2;543;12,9;Netherlands;White/European;0,51;0;no;Other;0,81;0,86;0,84;4,73;0,81;4,68;0,78;0,6;1;Europe;High income;-0,82;0,6724;-0,551368;0,01;13,9;0,524095238;0,6;-0,061728395;-0,061728395;0,001476805;0,001476805
11584;13115841;423;1;Van Den Eijnden et al.;2018;1-2;2;543;12,9;Netherlands;White/European;0,51;0;no;Other;0,81;0,86;0,84;4,69;0,78;4,56;0,78;0,6;1;Europe;High income;-0,82;0,6724;-0,551368;0,01;13,9;0,524095238;0,6;-0,166666667;-0,166666667;0,001498875;0,001498875
11586;13115860;424;2;Weinstein et al.;2006;1-2;3;271;13,94;U.S.;White/European;0,52;0;no;"Student's life satisfaction scale (SLSS; Huebner, 1991)";0,72;0,73;0,72;6,84;1,26;6,73;1,37;;0,5;North America;High income;0,22;0,0484;0,010648;-0,49;14,44;0,524095238;0,524095238;-0,087301587;-0,174603175;0,003526274;0,014105097
11586;13115860;425;2;Weinstein et al.;2006;2-3;3;271;13,94;U.S.;White/European;0,52;0;no;"Student's life satisfaction scale (SLSS; Huebner, 1991)";0,72;0,73;0,72;6,73;1,37;6,56;1,4;;0,5;North America;High income;0,22;0,0484;0,010648;-0,49;14,44;0,524095238;0,524095238;-0,124087591;-0,248175182;0,003540621;0,014162485
11586;13115861;426;2;Weinstein et al.;2006;1-2;3;246;16,01;U.S.;White/European;0,58;0;no;Satisfaction with life scale ( Diener et al., 1985);0,72;0,73;0,72;6,61;1,19;6,38;1,23;;0,5;North America;High income;2,29;5,2441;12,008989;-0,49;16,51;0,524095238;0,524095238;-0,193277311;-0,386554622;0,003945071;0,015780286
11586;13115861;427;2;Weinstein et al.;2006;2-3;3;246;16,01;U.S.;White/European;0,58;0;no;Satisfaction with life scale ( Diener et al., 1985);0,72;0,73;0,72;6,38;1,23;6,28;1,27;;0,5;North America;High income;2,29;5,2441;12,008989;-0,49;16,51;0,524095238;0,524095238;-0,081300813;-0,162601626;0,003882579;0,015530316
11586;13115862;428;2;Weinstein et al.;2006;1-2;3;230;15;U.S.;White/European;;0;no;Satisfaction with life scale ( Diener et al., 1985);0,72;0,73;0,72;6,83;1,25;6,55;1,42;;0,5;North America;High income;1,28;1,6384;2,097152;-0,49;15,5;0,524095238;0,524095238;-0,224;-0,448;0,004247381;0,016989522
